,patent_id,organization,city,country
1032,10789514,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1033,10866715,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1034,10795678,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1035,10606809,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1036,10733020,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1037,10700918,MICRON TECHNOLOGY,BOISE,US
1038,10678829,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1039,RE47852,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1040,10606842,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1041,10554598,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1042,10866844,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1043,10599324,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1044,10685235,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1045,10749264,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1046,10719142,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1047,10789996,MICRON TECHNOLOGY,BOISE,US
1048,10674260,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1049,10698926,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1050,10783411,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1051,10763905,MICRON TECHNOLOGY,BOISE,US
1052,10593568,MICRON TECHNOLOGY,BOISE,US
1053,10614876,MICRON TECHNOLOGY,BOISE,US
1054,10803924,MICRON TECHNOLOGY,BOISE,US
1055,10585624,MICRON TECHNOLOGY,BOISE,US
1056,10685281,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1057,10784269,MICRON TECHNOLOGY,BOISE,US
1058,10580042,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1059,10853422,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1060,10751611,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1061,10733164,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1062,10747362,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1063,10754536,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1064,10628513,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1065,10871907,MICRON TECHNOLOGY,BOISE,US
1066,10542204,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1067,10694210,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1068,10721190,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1069,10733252,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1070,10539950,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1071,10620806,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1072,10693947,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1073,10543427,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1074,10606665,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1075,10642365,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1076,10713283,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1077,10580720,MICRON TECHNOLOGY,BOISE,US
1078,10867132,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1079,10628345,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1080,10592234,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1081,10628711,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1082,10789529,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1083,10877678,MICRON TECHNOLOGY,BOISE,US
1084,10672981,MICRON TECHNOLOGY,BOISE,US
1085,10658024,MICRON TECHNOLOGY,BOISE,US
1086,10854272,MICRON TECHNOLOGY,BOISE,US
1087,10552123,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1088,10617942,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1089,10725912,MICRON TECHNOLOGY,BOISE,US
1090,10635746,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1091,10796744,MICRON TECHNOLOGY,BOISE,US
1092,10839148,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1093,10627948,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1094,10621991,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1095,10769344,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1096,10572598,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1097,10637645,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1098,10782980,MICRON TECHNOLOGY,BOISE,US
1099,10852825,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1100,10818359,MICRON TECHNOLOGY,BOISE,US
1101,10777563,MICRON TECHNOLOGY,BOISE,US
1102,10629252,MICRON TECHNOLOGY,BOISE,US
1103,10545627,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1104,10754631,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1105,10878884,MICRON TECHNOLOGY,BOISE,US
1106,10600099,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1107,10553290,MICRON TECHNOLOGY,BOISE,US
1108,10623410,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1109,10769183,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1110,10796698,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1111,10757556,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1112,10878874,MICRON TECHNOLOGY,BOISE,US
1113,10657282,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1114,10613645,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1115,10580502,MICRON TECHNOLOGY,BOISE,US
1116,10762143,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1117,10644909,MICRON TECHNOLOGY,BOISE,US
1118,10818287,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1119,10853768,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1120,10540620,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1121,10585788,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1122,10810553,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1123,10740940,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1124,10869029,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1125,10679187,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1126,10742325,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1127,10692270,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1128,10593376,MICRON TECHNOLOGY,BOISE,US
1129,10671568,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1130,10616465,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1131,10658285,MICRON TECHNOLOGY,BOISE,US
1132,10838775,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1133,10580506,MICRON TECHNOLOGY,BOISE,US
1134,10770125,MICRON TECHNOLOGY,BOISE,US
1135,10809842,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1136,10712389,MICRON TECHNOLOGY,BOISE,US
1137,10609607,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1138,10621357,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1139,10592218,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1140,10592769,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1141,10714150,MICRON TECHNOLOGY,BOISE,US
1142,10674142,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1143,10552753,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1144,10679648,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1145,10691445,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1146,10825214,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1147,10565232,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1148,10768696,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1149,10770472,MICRON TECHNOLOGY,BOISE,US
1150,10771424,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1151,10824787,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1152,10796217,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1153,10749071,MICRON TECHNOLOGY,BOISE,US
1154,10540873,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1155,10852911,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1156,10564859,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1157,10860416,MICRON TECHNOLOGY,BOISE,US
1158,10838487,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1159,10790027,MICRON TECHNOLOGY,BOISE,US
1160,10782802,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1161,10678762,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1162,10790251,MICRON TECHNOLOGY,BOISE,US
1163,10652475,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1164,10671895,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1165,10587891,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1166,10614057,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1167,10809892,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1168,10635553,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1169,10621416,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1170,10825241,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1171,10797971,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1172,10757712,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1173,10762652,MICROSOFT TECHNOLOGY LICENSING,REDMOND,UNKNOWN
1174,10747949,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1175,10769074,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1176,10679048,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1177,10840249,MICRON TECHNOLOGY,BOISE,US
1178,10656957,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1179,10608048,MICRON TECHNOLOGY,BOISE,US
1180,10656939,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1181,10592778,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1182,10551878,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1183,10671841,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1184,10847162,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1185,10573355,MICRON TECHNOLOGY,BOISE,US
1186,10712899,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1187,10591978,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1188,10748987,MICRON TECHNOLOGY,BOISE,US
1189,10635291,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1190,10846526,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1191,10713128,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1192,10825495,MICRON TECHNOLOGY,BOISE,US
1193,10861440,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1194,10789295,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1195,10572011,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1196,10775997,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1197,10833206,MICRON TECHNOLOGY,BOISE,US
1198,10652576,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1199,10853273,MICRON TECHNOLOGY,BOISE,US
1200,10863098,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1201,10678412,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1202,10600494,MICRON TECHNOLOGY,BOISE,US
1203,10754583,MICRON TECHNOLOGY,BOISE,US
1204,10721198,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1205,10536661,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1206,10740339,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1207,10860982,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1208,10572016,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1209,10575110,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1210,10880253,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1211,10848323,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1212,10747896,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1213,10776375,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1214,10644105,MICRON TECHNOLOGY,BOISE,US
1215,10705783,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1216,10613978,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1217,10798092,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1218,10855673,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1219,10754441,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1220,10699064,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1221,10652119,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1222,10609082,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1223,10614872,MICRON TECHNOLOGY,BOISE,US
1224,10540144,MICRON TECHNOLOGY,BOISE,US
1225,10726917,MICRON TECHNOLOGY,BOISE,US
1226,10783942,MICRON TECHNOLOGY,BOISE,US
1227,10650566,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1228,10705157,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1229,10558619,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1230,10636118,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1231,10853569,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1232,10861238,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1233,10622057,MICRON TECHNOLOGY,BOISE,US
1234,10554881,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1235,10630676,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1236,10719912,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1237,10529659,MICRON TECHNOLOGY,BOISE,US
1238,10585659,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1239,10679696,MICRON TECHNOLOGY,BOISE,US
1240,10713429,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1241,10762936,MICRON TECHNOLOGY,BOISE,US
1242,10540513,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1243,10838805,MICRON TECHNOLOGY,BOISE,US
1244,10867660,MICRON TECHNOLOGY,BOISE,US
1245,10735725,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1246,10573689,MICRON TECHNOLOGY,BOISE,US
1247,10552316,MICRON TECHNOLOGY,BOISE,US
1248,10754447,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1249,10855784,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1250,10602226,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1251,10581775,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1252,10793852,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1253,10754645,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1254,10841298,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1255,10788894,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1256,10728883,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1257,10698747,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1258,10628950,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1259,10665298,MICRON TECHNOLOGY,BOISE,US
1260,10546232,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1261,10872430,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1262,10664650,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1263,10641318,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1264,10789254,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1265,10593392,MICRON TECHNOLOGY,BOISE,US
1266,10796756,MICRON TECHNOLOGY,BOISE,US
1267,10768775,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1268,10579233,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1269,10871944,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1270,10715530,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1271,10747728,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1272,10825217,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1273,10593383,MICRON TECHNOLOGY,BOISE,US
1274,10776501,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1275,10817430,MICRON TECHNOLOGY,BOISE,US
1276,10812390,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1277,10804919,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1278,10748922,MICRON TECHNOLOGY,BOISE,US
1279,10551557,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1280,10614222,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1281,10785719,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1282,10765331,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1283,10560680,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1284,10713623,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1285,10776362,MICRON TECHNOLOGY,BOISE,US
1286,10856134,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1287,10613228,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1288,10868212,MICRON TECHNOLOGY,BOISE,US
1289,10855282,MICRON TECHNOLOGY,BOISE,US
1290,10691655,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1291,10783683,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1292,10552752,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1293,10642737,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1294,10825691,MICRON TECHNOLOGY,BOISE,US
1295,10838502,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1296,10607690,MICRON TECHNOLOGY,BOISE,US
1297,10672785,MICRON TECHNOLOGY,BOISE,US
1298,10609284,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1299,10572567,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1300,10664194,MICRON TECHNOLOGY,BOISE,US
1301,10605617,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1302,10567568,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1303,10650603,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1304,10534925,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1305,10810097,MICRON TECHNOLOGY,BOISE,US
1306,10839868,MICRON TECHNOLOGY,BOISE,US
1307,10714167,MICRON TECHNOLOGY,BOISE,US
1308,10867128,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1309,10542643,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1310,10566036,MICRON TECHNOLOGY,BOISE,US
1311,10658034,MICRON TECHNOLOGY,BOISE,US
1312,10805077,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1313,10789247,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1314,10546639,MICRON TECHNOLOGY,BOISE,US
1315,10681164,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1316,10528228,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1317,10684725,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1318,10671621,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1319,10559719,MICRON TECHNOLOGY,BOISE,US
1320,10757088,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1321,10541027,MICRON TECHNOLOGY,BOISE,US
1322,10839871,MICRON TECHNOLOGY,BOISE,US
1323,10701154,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1324,10613714,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1325,10551622,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1326,10802865,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1327,10579216,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1328,10678284,MICRON TECHNOLOGY,BOISE,US
1329,10713844,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1330,10747587,MICROSOFT TECHNOLOGY LICENSING,REDWOOD SHORES,US
1331,10664218,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1332,10749839,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1333,10768526,MICRON TECHNOLOGY,BOISE,US
1334,10861531,MICRON TECHNOLOGY,BOISE,US
1335,10628202,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1336,10748224,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1337,10685419,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1338,10565182,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1339,10872894,MICRON TECHNOLOGY,BOISE,US
1340,10878590,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1341,10636387,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1342,10720201,MICRON TECHNOLOGY,BOISE,US
1343,10579349,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1344,10754904,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1345,10877882,MICRON TECHNOLOGY,BOISE,US
1346,10663016,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1347,10726907,MICRON TECHNOLOGY,BOISE,US
1348,10579724,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1349,10705870,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1350,10847511,MICRON TECHNOLOGY,BOISE,US
1351,10715513,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1352,10691377,MICRON TECHNOLOGY,BOISE,US
1353,10785107,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1354,10536511,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1355,10811587,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1356,10693882,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1357,10579570,MICRON TECHNOLOGY,BOISE,US
1358,10621350,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1359,10673970,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1360,10616210,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1361,10679970,MICRON TECHNOLOGY,BOISE,US
1362,10558812,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1363,10812921,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1364,10572524,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1365,10693460,MICRON TECHNOLOGY,BOISE,US
1366,10630740,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1367,10872903,MICRON TECHNOLOGY,BOISE,US
1368,10783940,MICRON TECHNOLOGY,BOISE,US
1369,10651155,MICRON TECHNOLOGY,BOISE,US
1370,10600770,MICRON TECHNOLOGY,BOISE,US
1371,10749875,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1372,10809529,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1373,10553673,MICRON TECHNOLOGY,BOISE,US
1374,10629798,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1375,10630675,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1376,10546837,MICRON TECHNOLOGY,BOISE,US
1377,10856076,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1378,10663734,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1379,10748586,MICRON TECHNOLOGY,BOISE,US
1380,10721445,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1381,10740420,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1382,10838490,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1383,10817132,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1384,10825828,MICRON TECHNOLOGY,BOISE,US
1385,10614899,MICRON TECHNOLOGY,BOISE,US
1386,10852978,MICRON TECHNOLOGY,BOISE,US
1387,10599955,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1388,10836402,MICRON TECHNOLOGY,BOISE,US
1389,10564854,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1390,10651965,MICRON TECHNOLOGY,BOISE,US
1391,10867441,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1392,10866704,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1393,10769071,MICRON TECHNOLOGY,BOISE,US
1394,10840971,MICRON TECHNOLOGY,BOISE,US
1395,10840410,MICRON TECHNOLOGY,BOISE,US
1396,10832748,MICRON TECHNOLOGY,BOISE,US
1397,10839927,MICRON TECHNOLOGY,BOISE,US
1398,10602146,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1399,10804225,MICRON TECHNOLOGY,BOISE,US
1400,10686634,MICRON TECHNOLOGY,BOISE,US
1401,10622408,MICRON TECHNOLOGY,BOISE,US
1402,10539993,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1403,10733507,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1404,10691361,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1405,10785271,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1406,10687075,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1407,10558458,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1408,10719248,MICRON TECHNOLOGY,BOISE,US
1409,10732890,MICRON TECHNOLOGY,BOISE,US
1410,10797990,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1411,10656688,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1412,10834233,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1413,10878587,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1414,10712960,MICRON TECHNOLOGY,BOISE,US
1415,10764576,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1416,10600788,MICRON TECHNOLOGY,BOISE,US
1417,10650085,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1418,10790039,MICRON TECHNOLOGY,BOISE,US
1419,10812252,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1420,10616327,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1421,10585795,MICRON TECHNOLOGY,BOISE,US
1422,10708571,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1423,10601313,MICRON TECHNOLOGY,BOISE,US
1424,10529720,MICRON TECHNOLOGY,BOISE,US
1425,10580791,MICRON TECHNOLOGY,BOISE,US
1426,10534847,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1427,10649417,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1428,10698709,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1429,10652654,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1430,10826724,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1431,10740794,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1432,10630755,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1433,10579423,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1434,10666291,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1435,10694208,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1436,10872153,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1437,10712561,MICROSOFT TECHNOLOGY LICENSING,REDMOND,US
1438,10839881,MICRON TECHNOLOGY,BOISE,US
